09.47.03.542334,sb1,login,
09.47.11.843595,sb1,words,1,
09.47.11.888843,sb1,words,1,
09.47.11.924455,sb1,words,1,
09.47.11.969825,sb1,words,1,
09.47.11.997211,sb1,words,1,
09.47.12.044924,sb1,words,1,
09.47.12.076115,sb1,words,1,
09.47.12.109915,sb1,words,1,
09.47.12.158264,sb1,words,1,
09.47.12.185243,sb1,words,1,
09.47.12.222752,sb1,words,1,
09.47.12.264558,sb1,words,1,
09.47.12.297282,sb1,words,1,
09.47.12.344895,sb1,words,1,
09.47.12.373283,sb1,words,1,
09.47.12.408523,sb1,words,1,
09.47.12.439763,sb1,words,1,
09.47.12.485189,sb1,words,1,
09.47.12.528299,sb1,words,1,
09.47.12.559955,sb1,words,1,
09.47.12.595239,sb1,words,1,
09.47.12.627131,sb1,words,1,
09.47.12.674566,sb1,words,1,
09.47.12.700907,sb1,words,1,
09.47.12.744931,sb1,words,1,
09.47.12.783288,sb1,words,1,
09.47.12.815230,sb1,words,1,
09.47.12.859510,sb1,words,1,
09.47.12.886185,sb1,words,1,
09.47.12.936037,sb1,words,1,
09.47.12.973543,sb1,words,1,
09.47.13.000430,sb1,words,1,
09.47.13.043734,sb1,words,1,
09.47.13.075508,sb1,words,1,
09.47.13.110643,sb1,words,1,
09.47.13.151115,sb1,words,1,
09.47.13.189414,sb1,words,1,
09.47.13.237362,sb1,words,1,
09.47.13.264441,sb1,words,1,
09.47.13.296617,sb1,words,1,
09.47.13.346640,sb1,words,1,
09.47.13.377278,sb1,words,1,
09.47.13.423450,sb1,words,1,
09.47.13.450816,sb1,words,1,
09.47.13.482256,sb1,words,1,
09.47.13.529844,sb1,words,1,
09.47.13.564108,sb1,words,1,
09.47.13.610746,sb1,words,1,
09.47.13.638089,sb1,words,1,
09.47.13.677392,sb1,words,1,
09.47.13.719610,sb1,words,1,
09.47.13.750654,sb1,words,1,
09.47.13.777291,sb1,words,1,
09.47.13.824206,sb1,words,1,
09.47.13.856631,sb1,words,1,
09.47.13.907908,sb1,words,1,
09.47.13.940427,sb1,words,1,
09.47.13.965820,sb1,words,1,
09.47.14.006317,sb1,words,1,
09.47.14.051773,sb1,words,1,
09.47.14.076110,sb1,words,1,
09.47.14.123286,sb1,words,1,
09.47.14.152365,sb1,words,1,
09.47.14.186456,sb1,words,1,
09.47.14.230571,sb1,words,1,
09.47.14.262658,sb1,words,1,
09.47.14.308780,sb1,words,1,
09.47.14.358912,sb1,words,1,
09.47.14.378966,sb1,words,1,
09.47.14.417085,sb1,words,1,
09.47.14.451768,sb1,words,1,
09.47.14.497145,sb1,words,1,
09.47.14.528544,sb1,words,1,
09.47.14.559926,sb1,words,1,
09.47.14.612440,sb1,words,1,
09.47.14.638579,sb1,words,1,
09.47.14.688712,sb1,words,1,
09.47.14.713805,sb1,words,1,
09.47.14.746673,sb1,words,1,
09.47.14.781251,sb1,words,1,
09.47.14.827225,sb1,words,1,
09.47.14.875627,sb1,words,1,
09.47.14.904708,sb1,words,1,
09.47.14.933499,sb1,words,1,
09.47.14.971987,sb1,words,1,
09.47.15.014464,sb1,words,1,
09.47.15.043539,sb1,words,1,
09.47.15.090683,sb1,words,1,
09.47.15.131775,sb1,words,1,
09.47.15.155838,sb1,words,1,
09.47.15.199957,sb1,words,1,
09.47.15.231040,sb1,words,1,
09.47.15.276259,sb1,words,1,
09.47.15.309926,sb1,words,1,
09.47.15.342558,sb1,words,1,
09.47.15.387138,sb1,words,1,
09.47.15.420380,sb1,words,1,
09.47.15.452819,sb1,words,1,
09.47.15.497146,sb1,words,1,
09.47.15.534428,sb1,words,1,
09.47.15.577139,sb1,words,1,
09.47.15.605645,sb1,words,1,
09.47.15.638320,sb1,words,1,
09.47.15.691503,sb1,words,1,
09.47.15.714780,sb1,words,1,
09.47.15.762186,sb1,words,1,
09.47.15.793787,sb1,words,1,
09.47.15.824160,sb1,words,1,
09.47.15.860800,sb1,words,1,
09.47.15.908177,sb1,words,1,
09.47.15.952947,sb1,words,1,
09.47.15.980332,sb1,words,1,
09.47.16.013804,sb1,words,1,
09.47.16.047789,sb1,words,1,
09.47.16.094846,sb1,words,1,
09.47.16.121883,sb1,words,1,
09.47.16.159468,sb1,words,1,
09.47.16.203009,sb1,words,1,
09.47.16.234422,sb1,words,1,
09.47.16.283167,sb1,words,1,
09.47.16.309502,sb1,words,1,
09.47.16.347719,sb1,words,1,
09.47.16.389905,sb1,words,1,
09.47.16.424202,sb1,words,1,
09.47.16.470441,sb1,words,1,
09.47.16.496009,sb1,words,1,
09.47.16.535347,sb1,words,1,
09.47.16.576284,sb1,words,1,
09.47.16.606506,sb1,words,1,
09.47.16.657663,sb1,words,1,
09.47.16.684076,sb1,words,1,
09.47.16.723452,sb1,words,1,
09.47.16.763823,sb1,words,1,
09.47.16.798268,sb1,words,1,
09.47.16.844569,sb1,words,1,
09.47.16.871894,sb1,words,1,
09.47.16.907740,sb1,words,1,
09.47.16.940738,sb1,words,1,
09.47.16.987961,sb1,words,1,
09.47.17.034810,sb1,words,1,
09.47.17.060198,sb1,words,1,
09.47.17.090244,sb1,words,1,
09.47.17.126421,sb1,words,1,
09.47.17.171675,sb1,words,1,
09.47.17.200753,sb1,words,1,
09.47.17.247499,sb1,words,1,
09.47.17.283592,sb1,words,1,
09.47.17.313300,sb1,words,1,
09.47.17.359959,sb1,words,1,
09.47.17.389083,sb1,words,1,
09.47.17.434828,sb1,words,1,
09.47.17.472077,sb1,words,1,
09.47.17.502001,sb1,words,1,
09.47.17.548030,sb1,words,1,
09.47.17.574369,sb1,words,1,
09.47.17.610969,sb1,words,1,
09.47.17.657764,sb1,words,1,
09.47.17.689555,sb1,words,1,
09.47.17.735004,sb1,words,1,
09.47.17.762418,sb1,words,1,
09.47.17.794287,sb1,words,1,
09.47.17.842145,sb1,words,1,
09.47.17.871615,sb1,words,1,
09.47.17.921419,sb1,words,1,
09.47.17.951033,sb1,words,1,
09.47.17.979631,sb1,words,1,
09.47.18.029780,sb1,words,1,
09.47.18.058406,sb1,words,1,
09.47.18.110630,sb1,words,1,
09.47.18.139292,sb1,words,1,
09.47.18.169748,sb1,words,1,
09.47.18.220295,sb1,words,1,
09.47.18.252269,sb1,words,1,
09.47.18.278620,sb1,words,1,
09.47.18.316171,sb1,words,1,
09.47.18.355422,sb1,words,1,
09.47.18.390489,sb1,words,1,
09.47.18.438191,sb1,words,1,
09.47.18.466244,sb1,words,1,
09.47.18.512453,sb1,words,1,
09.47.18.545728,sb1,words,1,
09.47.18.575518,sb1,words,1,
09.47.18.621302,sb1,words,1,
09.47.18.653422,sb1,words,1,
09.47.18.692445,sb1,words,1,
09.47.18.735156,sb1,words,1,
09.47.18.763089,sb1,words,1,
09.47.18.814763,sb1,words,1,
09.47.18.844164,sb1,words,1,
09.47.18.888864,sb1,words,1,
09.47.18.924518,sb1,words,1,
09.47.18.952862,sb1,words,1,
09.47.19.001294,sb1,words,1,
09.47.19.027535,sb1,words,1,
09.47.19.059883,sb1,words,1,
09.47.19.112156,sb1,words,1,
09.47.19.139035,sb1,words,1,
09.47.19.188979,sb1,words,1,
09.47.19.214053,sb1,words,1,
09.47.19.245526,sb1,words,1,
09.47.19.302834,sb1,words,1,
09.47.19.325181,sb1,words,1,
09.47.19.378170,sb1,words,1,
09.47.19.404240,sb1,words,1,
09.47.19.433315,sb1,words,1,
09.47.19.470420,sb1,words,1,
09.47.19.511525,sb1,words,1,
09.47.19.544629,sb1,words,1,
09.47.19.589791,sb1,words,1,
09.47.19.626901,sb1,words,1,
09.47.19.657426,sb1,words,1,
09.47.19.703760,sb1,words,1,
09.47.19.730698,sb1,words,1,
09.47.19.777310,sb1,words,1,
09.47.19.807840,sb1,words,1,
09.47.19.847853,sb1,words,1,
09.47.19.889204,sb1,words,1,
09.47.19.920609,sb1,words,1,
09.47.19.953128,sb1,words,1,
09.47.19.997211,sb1,words,1,
09.47.20.033251,sb1,words,1,
09.47.20.076989,sb1,words,1,
09.47.20.108043,sb1,words,1,
09.47.20.140411,sb1,words,1,
09.47.20.194031,sb1,words,1,
09.47.20.221995,sb1,words,1,
09.47.20.263398,sb1,words,1,
09.47.20.295465,sb1,words,1,
09.47.20.324544,sb1,words,1,
09.47.20.360638,sb1,words,1,
09.47.20.407763,sb1,words,1,
09.47.20.434886,sb1,words,1,
09.47.20.480005,sb1,words,1,
09.47.20.513093,sb1,words,1,
09.47.20.549189,sb1,words,1,
09.47.20.592882,sb1,words,1,
09.47.20.622174,sb1,words,1,
09.47.20.658810,sb1,words,1,
09.47.20.701564,sb1,words,1,
09.47.20.737966,sb1,words,1,
09.47.20.781897,sb1,words,1,
09.47.20.809927,sb1,words,1,
09.47.20.844318,sb1,words,1,
09.47.20.887636,sb1,words,1,
09.47.20.923352,sb1,words,1,
09.47.20.965568,sb1,words,1,
09.47.38.188051,sb1,letters,E _ N S E,
09.47.40.339956,sb1,letters,E V N S E,
09.47.44.239286,sb1,letters,J O Y,
09.47.47.961979,sb1,letters,R _ E E,
09.47.50.687278,sb1,letters,R D E E,
